#;Número de artículo;Descripción;Fecha de contabilización;Documento;Cantidad;Cantidad;Unidad de meINGRESOSda;Tonelada;Clasificación;Procedencia
CARTULINA;100300002;Cartulina Husky -- C-8 190 gramos 25 x 38;2/12/2025;INGRESOS;800;800;hoja(s);0.0931418;C8-25H;LOCAL
CARTULINA;100300002;Cartulina Husky -- C-8 190 gramos 25 x 38;29/12/2025;INGRESOS;600;600;hoja(s);0.06985635;C8-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;2/12/2025;INGRESOS;300;300;hoja(s);0.049634775;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;5/12/2025;INGRESOS;400;400;hoja(s);0.0661797;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;15/12/2025;INGRESOS;1000;1000;hoja(s);0.16544925;C12-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;20/12/2025;INGRESOS;500;500;hoja(s);0.09191625;C14-25H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;15/12/2025;INGRESOS;3100;3100;hoja(s);0.71999856;C14-30H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;17/12/2025;INGRESOS;1900;1900;hoja(s);0.44128944;C14-30H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;17/12/2025;INGRESOS;1500;1500;hoja(s);0.3483864;C14-30H;LOCAL
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;2/12/2025;INGRESOS;1000;1000;hoja(s);0.1567053;C16-25;LOCAL
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;2/12/2025;INGRESOS;1000;1000;hoja(s);0.180768625;C18-25;LOCAL
CARTULINA;100301343;Cartulina FBB Zenith LOCAL -- C-22 360 gramos 25 x 38;3/12/2025;INGRESOS;1200;1200;hoja(s);0.2647188;C22-25;LOCAL
CARTULINA;100301924;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 25;11/12/2025;INGRESOS;308360;308360;METROS;56.784494;C18-25-COSC;IMPORTACION
CARTULINA;100301924;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 25;15/12/2025;INGRESOS;0;0;METROS;0;C18-25-COSC;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;4/12/2025;INGRESOS;0;0;METROS;0;OLMECA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;4/12/2025;INGRESOS;0;0;METROS;0;FOSFORERA;IMPORTACION
CARTULINA 29-89;100305967;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 29;11/12/2025;INGRESOS;38250;38250;METROS;8.1707355;C18-29-COSC;IMPORTACION
CARTULINA 29-89;100305967;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 29;15/12/2025;INGRESOS;0;0;METROS;0;C18-29-COSC;IMPORTACION
CARTULINA;100305974;Rollo Cartulina ASIA SYMBOL C-12 215 g ancho 25.75;4/12/2025;INGRESOS;0;0;METROS;0;C12-25.75;IMPORTACION
CARTULINA;100305982;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  20 x 32.5;30/12/2025;INGRESOS;129907;129907;PLIEGOS;16.34310602;COLGATE-100;IMPORTACION
CARTULINA;100305983;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25.5 x 36.5;30/12/2025;INGRESOS;123925;123925;PLIEGOS;22.32444446;COLGATE-50;IMPORTACION
CARTULINA;100305984;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25 x 34;30/12/2025;INGRESOS;173005;173005;PLIEGOS;28.46205598;COLGATE-22;IMPORTACION
CARTULINA;100305996;Cartulina SPARK -- C-16 250 gramos 25 X 38;20/12/2025;INGRESOS;9500;9500;hoja(s);1.45564225;Spark;LOCAL
CARTULINA;100305997;Cartulina SPARK -- C-16 250 gramos 25 X 36;20/12/2025;INGRESOS;25700;25700;hoja(s);3.7306377;Spark;LOCAL
CARTULINA;100306002;Cartulina FBB DRAGONS YA ESTÁ -- C-16.3 255 gramos  39.5 x 25;29/12/2025;INGRESOS;143000;143000;PLIEGOS;23.23168741;YA ESTA;IMPORTACION
CARTULINA;100306136;Cartulina Husky -- C-16 350 gramos 30 X 40;22/12/2025;INGRESOS;8000;8000;hoja(s);2.17456512;C16-30H;LOCAL
PAPEL;100600005;Papel Bond 75 gramos -- 22 x 34;15/12/2025;INGRESOS;10000;10000;PLIEGOS;0.3611655;Bond;LOCAL
PAPEL;100600005;Papel Bond 75 gramos -- 22 x 34;17/12/2025;INGRESOS;2500;2500;PLIEGOS;0.090291375;Bond;LOCAL
PAPEL;100600011;Papel Bond 90 gramos -- 22 x 34;15/12/2025;INGRESOS;2500;2500;PLIEGOS;0.10834965;Bond;LOCAL
PAPEL;100600013;Papel Bond 90 gramos -- 26 x 34;22/12/2025;INGRESOS;5000;5000;PLIEGOS;0.256311;Bond;LOCAL
PAPEL;100600015;Papel Bond 120 gramos -- 22 x 34;16/12/2025;INGRESOS;3500;3500;PLIEGOS;0.20225268;Bond;LOCAL
PAPEL;100600017;Papel Bond 120 gramos -- 26 x 34;2/12/2025;INGRESOS;3500;3500;PLIEGOS;0.2392236;Bond;LOCAL
PAPEL;100600017;Papel Bond 120 gramos -- 26 x 34;5/12/2025;INGRESOS;1000;1000;PLIEGOS;0.0683496;Bond;LOCAL
PAPEL;100600017;Papel Bond 120 gramos -- 26 x 34;29/12/2025;INGRESOS;2500;2500;PLIEGOS;0.170874;Bond;LOCAL
PAPEL;100600018;Papel Bond 60 gramos -- 21 x 30;12/12/2025;INGRESOS;101000;101000;PLIEGOS;2.46124476;Bond;LOCAL
PAPEL;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;5/12/2025;INGRESOS;35750;35750;PLIEGOS;1.867404825;Couche;LOCAL
PAPEL;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;20/12/2025;INGRESOS;36500;36500;PLIEGOS;1.90658115;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;2/12/2025;INGRESOS;4250;4250;PLIEGOS;0.221999175;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;12/12/2025;INGRESOS;1500;1500;PLIEGOS;0.07835265;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;2/12/2025;INGRESOS;3750;3750;PLIEGOS;0.206811563;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;11/12/2025;INGRESOS;1000;1000;PLIEGOS;0.05514975;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;15/12/2025;INGRESOS;2000;2000;PLIEGOS;0.1102995;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;23/12/2025;INGRESOS;19250;19250;PLIEGOS;1.061632688;Couche;LOCAL
PAPEL;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;5/12/2025;INGRESOS;5000;5000;PLIEGOS;0.30470475;Couche;LOCAL
PAPEL;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;18/12/2025;INGRESOS;66250;66250;PLIEGOS;4.037337938;Couche;LOCAL
PAPEL;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;20/12/2025;INGRESOS;5000;5000;PLIEGOS;0.30470475;Couche;LOCAL
PAPEL;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;20/12/2025;INGRESOS;71000;71000;PLIEGOS;4.32680745;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;5/12/2025;INGRESOS;1500;1500;PLIEGOS;0.100117275;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;5/12/2025;INGRESOS;1000;1000;PLIEGOS;0.06674485;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;20/12/2025;INGRESOS;1750;1750;PLIEGOS;0.116803488;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;23/12/2025;INGRESOS;1500;1500;PLIEGOS;0.100117275;Couche;LOCAL
PAPEL;100600030;Papel Couche Brillante B-80 -- 115 gramos  30 x40;2/12/2025;INGRESOS;4500;4500;PLIEGOS;0.317111063;Couche;LOCAL
PAPEL;100600030;Papel Couche Brillante B-80 -- 115 gramos  30 x40;11/12/2025;INGRESOS;1000;1000;PLIEGOS;0.070469125;Couche;LOCAL
PAPEL;100600031;Papel Couche Brillante B-80 -- 115 gramos  30 x 40;2/12/2025;INGRESOS;3500;3500;PLIEGOS;0.31161228;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;2/12/2025;INGRESOS;1750;1750;PLIEGOS;0.14219555;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;2/12/2025;INGRESOS;500;500;PLIEGOS;0.0406273;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;5/12/2025;INGRESOS;1750;1750;PLIEGOS;0.14219555;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;12/12/2025;INGRESOS;500;500;PLIEGOS;0.0406273;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;16/12/2025;INGRESOS;500;500;PLIEGOS;0.0406273;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;18/12/2025;INGRESOS;9250;9250;PLIEGOS;0.75160505;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;23/12/2025;INGRESOS;6000;6000;PLIEGOS;0.4875276;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;29/12/2025;INGRESOS;750;750;PLIEGOS;0.06094095;Couche;LOCAL
PAPEL;100600034;Papel Couche Brillante B-100 -- 140 gramos  30 x 40;18/12/2025;INGRESOS;2750;2750;PLIEGOS;0.29806392;Couche;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;2/12/2025;INGRESOS;1500;1500;PLIEGOS;0.071709534;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;5/12/2025;INGRESOS;16000;16000;PLIEGOS;0.764901696;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;5/12/2025;INGRESOS;500;500;PLIEGOS;0.023903178;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;12/12/2025;INGRESOS;1500;1500;PLIEGOS;0.071709534;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;15/12/2025;INGRESOS;3000;3000;PLIEGOS;0.143419068;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;16/12/2025;INGRESOS;2000;2000;PLIEGOS;0.095612712;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;20/12/2025;INGRESOS;2000;2000;PLIEGOS;0.095612712;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;20/12/2025;INGRESOS;5500;5500;PLIEGOS;0.262934958;Bond;LOCAL
PAPEL;100600045;Papel Couche Brillante B-80 -- 115 gramos  30 x 40;16/12/2025;INGRESOS;1750;1750;PLIEGOS;0.15580614;Couche;LOCAL
PAPEL;100600093;Cartulina Husky C-8 -- 200 gramos 25 x 38;12/12/2025;INGRESOS;1200;1200;PLIEGOS;0.147066;C8-25H;LOCAL
PAPEL;100600096;Papel Bond 80 gramos -- 26 x 38;2/12/2025;INGRESOS;42000;42000;PLIEGOS;2.139984;Bond;LOCAL
PAPEL;100600101;Papel Bond 60 gramos -- 22 x 34;17/12/2025;INGRESOS;76500;76500;PLIEGOS;2.21033286;Bond;LOCAL
PAPEL;100600102;Rollo Cartulina BRIGHT --  C - 16 245 g ancho 25;30/12/2025;INGRESOS;46218;46218;METROS;7.19036535;BAYER-25;IMPORTACION
PAPEL;100600106;Papel Bond 60 gramos -- 26 x 34;23/12/2025;INGRESOS;76500;76500;PLIEGOS;2.6143722;Bond;LOCAL
PAPEL;100600135;Rollo Cartulina BRIGHT     C - 16 245 g ancho 23;30/12/2025;INGRESOS;75872;75872;METROS;10.85576576;BAYER-23;IMPORTACION
CARTULINA;100300001;Cartulina Husky -- C-8 200 gramos 25 x 36;10/12/2025;CONSUMOS;-900;900;hoja(s);0.1044702;C8-25H;LOCAL
CARTULINA;100300001;Cartulina Husky -- C-8 200 gramos 25 x 36;23/12/2025;CONSUMOS;-900;900;hoja(s);0.1044702;C8-25H;LOCAL
CARTULINA;100300002;Cartulina Husky -- C-8 190 gramos 25 x 38;3/12/2025;CONSUMOS;-800;800;hoja(s);0.0931418;C8-25H;LOCAL
CARTULINA;100300002;Cartulina Husky -- C-8 190 gramos 25 x 38;3/12/2025;CONSUMOS;-230;230;hoja(s);0.026778268;C8-25H;LOCAL
CARTULINA;100300002;Cartulina Husky -- C-8 190 gramos 25 x 38;3/12/2025;CONSUMOS;-1800;1800;hoja(s);0.20956905;C8-25H;LOCAL
CARTULINA;100300002;Cartulina Husky -- C-8 190 gramos 25 x 38;29/12/2025;CONSUMOS;-600;600;hoja(s);0.06985635;C8-25H;LOCAL
CARTULINA;100300005;Cartulina Husky -- C-10 230 gramos 25 x 38;10/12/2025;CONSUMOS;-410;410;hoja(s);0.057784683;C10-25H;LOCAL
CARTULINA;100300008;Cartulina Husky -- C-12 270 gramos 25 x 36;1/12/2025;CONSUMOS;-252;252;hoja(s);0.039489736;C12-25H;LOCAL
CARTULINA;100300008;Cartulina Husky -- C-12 270 gramos 25 x 36;17/12/2025;CONSUMOS;-248;248;hoja(s);0.038862914;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;10/12/2025;CONSUMOS;-145;145;hoja(s);0.023990141;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;10/12/2025;CONSUMOS;-100;100;hoja(s);0.016544925;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;10/12/2025;CONSUMOS;-300;300;hoja(s);0.049634775;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;17/12/2025;CONSUMOS;-80;80;hoja(s);0.01323594;C12-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;23/12/2025;CONSUMOS;-200;200;hoja(s);0.0367665;C14-25H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;17/12/2025;CONSUMOS;-3100;3100;hoja(s);0.71999856;C14-30H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;17/12/2025;CONSUMOS;-1100;1100;hoja(s);0.25548336;C14-30H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;17/12/2025;CONSUMOS;-1900;1900;hoja(s);0.44128944;C14-30H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;10/12/2025;CONSUMOS;-1700;1700;hoja(s);0.364601125;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;10/12/2025;CONSUMOS;-600;600;hoja(s);0.12868275;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;10/12/2025;CONSUMOS;-1400;1400;hoja(s);0.30025975;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;10/12/2025;CONSUMOS;-145;145;hoja(s);0.031098331;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;17/12/2025;CONSUMOS;-155;155;hoja(s);0.033243044;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;23/12/2025;CONSUMOS;-62;62;hoja(s);0.013297218;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;29/12/2025;CONSUMOS;-118;118;hoja(s);0.025307608;C16-25H;LOCAL
CARTULINA;100300158;Cartulina FBB Zenith LOCAL -- C-12 215 gramos 25 x 36;17/12/2025;CONSUMOS;-100;100;hoja(s);0.012478385;C12-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;3/12/2025;CONSUMOS;-1400;1400;hoja(s);0.201602975;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;10/12/2025;CONSUMOS;-100;100;hoja(s);0.014400213;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;10/12/2025;CONSUMOS;-2600;2600;hoja(s);0.374405525;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;23/12/2025;CONSUMOS;-4900;4900;hoja(s);0.705610413;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;26/12/2025;CONSUMOS;-3900;3900;hoja(s);0.561608288;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;29/12/2025;CONSUMOS;-31000;31000;hoja(s);4.464065875;C14-25;LOCAL
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;3/12/2025;CONSUMOS;-3300;3300;hoja(s);0.51712749;C16-25;LOCAL
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;3/12/2025;CONSUMOS;-800;800;hoja(s);0.1446149;C18-25;LOCAL
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;2/12/2025;CONSUMOS;-720;720;METROS;0.123444;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;2/12/2025;CONSUMOS;-519;519;METROS;0.08898255;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;17/12/2025;CONSUMOS;-10446;10446;METROS;1.7909667;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;17/12/2025;CONSUMOS;-955;955;METROS;0.16373475;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;17/12/2025;CONSUMOS;-1520;1520;METROS;0.260604;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;17/12/2025;CONSUMOS;-1558;1558;METROS;0.2671191;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-2982;2982;METROS;0.5112639;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-1642;1642;METROS;0.2815209;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-1789;1789;METROS;0.30672405;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-2108;2108;METROS;0.3614166;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-1228;1228;METROS;0.2105406;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-2496;2496;METROS;0.4279392;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-660;660;METROS;0.113157;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-7363;7363;METROS;1.26238635;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-1322;1322;METROS;0.2266569;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-899;899;METROS;0.15413355;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-3294;3294;METROS;0.5647563;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-3531;3531;METROS;0.60538995;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-3995;3995;METROS;0.68494275;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-1678;1678;METROS;0.2876931;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/12/2025;CONSUMOS;-3750;3750;METROS;0.6429375;C16-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;17/12/2025;CONSUMOS;-13996;13996;METROS;2.6218007;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;17/12/2025;CONSUMOS;-735;735;METROS;0.137683875;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;17/12/2025;CONSUMOS;-1101;1101;METROS;0.206244825;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;17/12/2025;CONSUMOS;-1731;1731;METROS;0.324259575;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;17/12/2025;CONSUMOS;-1322;1322;METROS;0.24764365;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;26/12/2025;CONSUMOS;-16064;16064;METROS;3.0091888;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;29/12/2025;CONSUMOS;-6831;6831;METROS;1.279617075;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;29/12/2025;CONSUMOS;-17394;17394;METROS;3.25833105;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;29/12/2025;CONSUMOS;-5227;5227;METROS;0.979147775;C18-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;2/12/2025;CONSUMOS;-2648;2648;METROS;0.3951478;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;2/12/2025;CONSUMOS;-1141;1141;METROS;0.170265725;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;5/12/2025;CONSUMOS;-9249;9249;METROS;1.380182025;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;5/12/2025;CONSUMOS;-2877;2877;METROS;0.429320325;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;11/12/2025;CONSUMOS;-107;107;METROS;0.015967075;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;11/12/2025;CONSUMOS;-7036;7036;METROS;1.0499471;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;11/12/2025;CONSUMOS;-4768;4768;METROS;0.7115048;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;11/12/2025;CONSUMOS;-5737;5737;METROS;0.856103825;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;11/12/2025;CONSUMOS;-3796;3796;METROS;0.5664581;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;15/12/2025;CONSUMOS;-978;978;METROS;0.14594205;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;26/12/2025;CONSUMOS;-3444;3444;METROS;0.5139309;C14-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;11/12/2025;CONSUMOS;-12651;12651;METROS;2.610850125;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;15/12/2025;CONSUMOS;-1605;1605;METROS;0.331231875;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;26/12/2025;CONSUMOS;-7123;7123;METROS;1.470009125;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;26/12/2025;CONSUMOS;-3400;3400;METROS;0.701675;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;26/12/2025;CONSUMOS;-4177;4177;METROS;0.862028375;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;26/12/2025;CONSUMOS;-10192;10192;METROS;2.103374;C20-25;IMPORTACION
CARTULINA;100301851;Rollo Cartulina ALASKA BRIGHT --  C - 16 270 g ancho 28.5;11/12/2025;CONSUMOS;-2338;2338;METROS;0.45703224;C16-29;IMPORTACION
CARTULINA;100301856;Rollo Cartulina OBAFREE --  C - 18 265 g ancho 23;11/12/2025;CONSUMOS;-17150;17150;METROS;2.654134;FOSFORERA;IMPORTACION
CARTULINA;100301882;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (2989F);11/12/2025;CONSUMOS;-13772;13772;METROS;2.0551267;C14-25;IMPORTACION
CARTULINA;100301882;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (2989F);11/12/2025;CONSUMOS;-4663;4663;METROS;0.695836175;C14-25;IMPORTACION
CARTULINA;100301882;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (2989F);11/12/2025;CONSUMOS;-39128;39128;METROS;5.8388758;C14-25;IMPORTACION
CARTULINA;100301882;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (2989F);11/12/2025;CONSUMOS;-952;952;METROS;0.1420622;C14-25;IMPORTACION
